"TIME","D10.AG","D10.EAST","D10.JONES","D10.MTZ","D10.SAC","D10.SJR","D12.AG","D12.EAST","D12.JONES","D12.MTZ","D12.SAC","D12.SJR","D22.AG","D22.EAST","D22.JONES","D22.MTZ","D22.SAC","D22.SJR","D26.AG","D26.EST","D26.JONES","D26.MTZ","D26.SAC","D26.SJR","D28A.AG","D28A.EAST","D28A.JONES","D28.MTZ","D28A.SAC","D28A.SJR","D4.AG","D4.EAST","D4.JONES","D4.MTZ","D4.SAC","D4.SJR","D6.AG","D6.EAST","D6.JONES","D6.MTZ","D6.SAC","D6.SJR","D7.AG","D7.EAST","D7.JONES","D7.MTZ","D7.SAC","D7.SJR","D8.AG","D8.EAST","D8.JONES","D8.MTZ","D8.SAC","D8.SJR","NZ032.AG","NZ032.EAST","NZ032.JONES","NZ032.MTZ","NZ032.SAC","NZ032.SJR","P8.AG","P8.EAST","P8.JONES","P8.MTZ","P8.SAC","P8.SJR","D16.AG","D16.EAST","D16.JONES","D16.MTZ","D16.SAC","D16.SJR","MD10A.AG","MD10A.EAST","MD10A.JONES","MD10A.MTZ","MD10A.SAC","MD10A.SJR","NZS42.AG","NZS42.EAST","NZS42.JONES","NZS42.MTZ","NZS42.SAC","NZS42.SJR","year","month"
1993-11-19,1.153,0.102,0,47.634,51.107,0.004,1.958,0.334,0,17.87,79.826,0.012,2.009,0.344,0,5.889,91.746,0.012,2.019,1.98,0,0.823,95.007,0.171,2.845,2.266,0,1.545,92.648,0.695,1.791,0.243,0,19.466,78.491,0.008,0.092,0.005,0,95.791,4.112,0.000228,0.626,0.035,0,71.307,28.03,0.002,0.711,0.053,0,67.542,31.693,0.002,1.357,0.093,0,37.874,60.671,0.005,2.34,7.234,0,3.62e-05,0.000119,90.425,2.212,0.898,0,2.327,94.528,0.035,20.866,14.343,"0",0.000672,41.877,22.914,1.248,0.094,0,44.29,54.355,0.013,1993,11
1993-11-20,1.177,0.115,0,46.777,51.926,0.004,1.995,0.368,0,16.902,80.721,0.014,2.006,0.348,0,5.412,92.222,0.013,1.985,1.976,0,0.762,95.103,0.173,2.84,2.276,0,1.513,92.646,0.724,1.823,0.265,0,18.532,79.371,0.009,0.089,0.006,0,95.907,3.997,0.00024,0.628,0.038,0,71.268,28.064,0.002,0.723,0.06,0,67.082,32.132,0.002,1.359,0.101,0,37.977,60.558,0.005,2.197,7.783,0,3.59e-05,0.00012,90.02,2.208,0.889,0,2.157,94.708,0.038,20.831,14.577,"0",0.000575,40.305,24.286,1.245,0.095,0,44.374,54.271,0.013,1993,11
1993-11-21,1.158,0.121,0,47.861,50.856,0.004,1.982,0.364,0,17.558,80.083,0.014,1.995,0.351,0,5.387,92.254,0.014,1.904,1.7,0,0.737,95.526,0.133,2.829,2.258,0,1.479,92.728,0.705,1.816,0.272,0,19.025,78.877,0.01,0.085,0.006,0,96.137,3.772,0.00024,0.632,0.042,0,71.113,28.21,0.002,0.706,0.062,0,67.944,31.285,0.002,1.368,0.111,0,37.732,60.784,0.005,2.136,8.718,0,3.26e-05,0.000109,89.146,2.227,0.859,0,2.155,94.719,0.04,20.738,14.726,"0",0.000574,40.667,23.868,1.245,0.096,0,44.337,54.309,0.013,1993,11
1993-11-22,1.148,0.127,0,48.477,50.244,0.004,1.958,0.355,0,18.561,79.112,0.013,1.984,0.353,0,5.258,92.39,0.015,1.864,1.479,0,0.746,95.815,0.095,2.713,2.156,0,1.407,93.136,0.588,1.807,0.278,0,19.301,78.603,0.01,0.091,0.007,0,95.858,4.044,0.000266,0.651,0.046,0,70.305,28.995,0.002,0.708,0.066,0,67.96,31.264,0.002,1.405,0.126,0,36.287,62.177,0.006,2.15,8.955,0,3.46e-05,0.000114,88.895,2.248,0.826,0,2.196,94.689,0.041,20.242,15.075,"0",0.000555,42.275,22.407,1.246,0.098,0,44.239,54.403,0.012,1993,11
1993-11-23,1.189,0.142,0,46.791,51.872,0.005,1.985,0.37,0,18.246,79.385,0.014,1.969,0.343,0,4.762,92.91,0.015,1.847,1.386,0,0.742,95.943,0.081,2.598,1.944,0,1.343,93.65,0.465,1.816,0.289,0,18.504,79.38,0.011,0.119,0.01,0,94.586,5.284,0.000379,0.703,0.054,0,68.052,31.189,0.003,0.761,0.077,0,65.687,33.473,0.003,1.455,0.146,0,34.354,64.039,0.006,2.187,8.709,0,3.46e-05,0.000102,89.103,2.256,0.806,0,2.136,94.76,0.041,19.965,15.275,"0",0.000504,42.233,22.526,1.252,0.102,0,43.986,54.646,0.013,1993,11
1993-11-24,1.187,0.149,0,46.939,51.719,0.005,1.976,0.37,0,18.634,79.005,0.015,1.946,0.329,0,4.839,92.87,0.015,1.828,1.261,0,0.754,96.089,0.068,2.556,1.809,0,1.298,93.869,0.469,1.806,0.29,0,18.632,79.26,0.011,0.114,0.01,0,94.839,5.036,0.000384,0.702,0.059,0,68.18,31.056,0.003,0.763,0.082,0,65.69,33.461,0.003,1.471,0.161,0,33.939,64.423,0.007,2.188,8.442,0,2.05e-05,6.17e-05,89.369,2.251,0.77,0,2.12,94.818,0.041,19.79,15.418,"0",0.00049,42.755,22.037,1.251,0.104,0,44.059,54.572,0.013,1993,11
1993-11-25,1.134,0.146,0,49.35,49.366,0.005,1.918,0.349,0,20.23,77.489,0.014,1.93,0.32,0,5.601,92.133,0.015,1.843,1.122,0,0.822,96.155,0.059,2.522,1.7,0,1.263,94.057,0.458,1.771,0.283,0,20.037,77.898,0.011,0.097,0.01,0,95.608,4.285,0.000352,0.673,0.061,0,69.602,29.661,0.003,0.712,0.081,0,68.023,31.18,0.003,1.461,0.17,0,34.613,63.749,0.007,2.209,8.973,0,1.98e-05,6.03e-05,88.818,2.24,0.721,0,2.271,94.728,0.039,19.704,15.437,"0",0.00051,43.293,21.565,1.255,0.107,0,43.933,54.692,0.012,1993,11
1993-11-26,1.111,0.148,0,50.364,48.372,0.005,1.901,0.345,0,20.908,76.831,0.014,1.924,0.315,0,6.102,91.643,0.016,1.862,1.1,0,0.836,96.145,0.056,2.505,1.622,0,1.227,94.202,0.444,1.745,0.278,0,20.978,76.987,0.012,0.094,0.01,0,95.787,4.109,0.000353,0.658,0.064,0,70.373,28.902,0.003,0.683,0.082,0,69.403,29.829,0.003,1.453,0.179,0,35.13,63.231,0.007,2.256,9.413,0,2.48e-05,8e-05,88.331,2.232,0.689,0,2.378,94.664,0.038,19.61,15.473,"0",0.000518,43.98,20.936,1.26,0.112,0,43.709,54.905,0.012,1993,11
1993-11-27,1.079,0.147,0,51.804,46.964,0.006,1.88,0.341,0,21.63,76.135,0.014,1.926,0.312,0,6.791,90.956,0.016,1.884,1.072,0,0.85,96.136,0.058,2.538,1.624,0,1.198,94.075,0.565,1.725,0.275,0,21.924,76.064,0.012,0.086,0.01,0,96.155,3.749,0.00034,0.637,0.067,0,71.363,27.93,0.003,0.645,0.081,0,71.118,28.153,0.003,1.437,0.186,0,35.941,62.428,0.008,2.309,9.239,0,2.62e-05,7.95e-05,88.451,2.222,0.662,0,2.524,94.555,0.036,19.591,15.404,"0",0.000505,43.74,21.264,1.265,0.117,0,43.558,55.047,0.012,1993,11
1993-11-28,0.995,0.138,0,55.581,43.281,0.005,1.807,0.32,0,23.976,73.883,0.014,1.929,0.311,0,8.125,89.619,0.016,1.918,1.009,0,0.929,96.088,0.056,2.571,1.664,0,1.188,93.827,0.749,1.678,0.267,0,24.357,73.686,0.012,0.073,0.009,0,96.719,3.199,0.000314,0.585,0.065,0,73.762,25.585,0.003,0.552,0.071,0,75.316,24.058,0.003,1.396,0.186,0,37.83,60.58,0.008,2.375,9.353,0,3.1e-05,8.88e-05,88.272,2.221,0.63,0,3.035,94.079,0.035,19.554,15.296,"0",0.000502,43.83,21.319,1.269,0.123,0,43.434,55.162,0.011,1993,11
1993-11-29,0.939,0.133,0,58.071,40.851,0.005,1.753,0.306,0,25.964,71.963,0.013,1.932,0.308,0,9.171,88.572,0.016,1.937,0.947,0,1.002,96.055,0.058,2.579,1.661,0,1.19,93.729,0.841,1.639,0.26,0,26.373,71.717,0.011,0.07,0.009,0,96.859,3.062,0.000319,0.557,0.065,0,75.052,24.323,0.003,0.516,0.069,0,76.938,22.475,0.003,1.373,0.189,0,38.853,59.577,0.008,2.384,9.271,0,2.64e-05,8.59e-05,88.345,2.223,0.604,0,3.493,93.647,0.033,19.275,15.277,"0",0.00049,44.836,20.611,1.274,0.13,0,43.249,55.336,0.011,1993,11
1993-11-30,1.035,0.152,0,53.857,44.95,0.006,1.837,0.333,0,23.449,74.365,0.015,1.958,0.302,0,7.67,90.054,0.016,1.905,1.058,0,0.901,96.063,0.074,2.613,1.667,0,1.199,93.58,0.941,1.698,0.271,0,23.776,74.243,0.012,0.103,0.013,0,95.389,4.494,0.000504,0.617,0.076,0,72.402,26.902,0.003,0.63,0.087,0,71.861,27.418,0.003,1.402,0.201,0,37.53,60.859,0.009,2.348,8.173,0,2.88e-05,8.66e-05,89.479,2.219,0.605,0,2.884,94.258,0.034,18.88,15.086,"0",0.000423,44.403,21.63,1.277,0.135,0,43.105,55.471,0.011,1993,11
1993-12-01,1.132,0.171,0,49.667,49.022,0.007,1.937,0.371,0,20.161,77.513,0.018,1.962,0.286,0,6.133,91.604,0.015,1.912,1.328,0,0.806,95.838,0.116,2.66,1.703,0,1.217,93.361,1.059,1.775,0.286,0,20.816,77.109,0.014,0.093,0.013,0,95.848,4.045,0.000494,0.632,0.082,0,71.739,27.543,0.004,0.684,0.099,0,69.509,29.704,0.004,1.379,0.201,0,38.555,59.857,0.009,2.319,6.128,0,2.29e-05,7.38e-05,91.552,2.176,0.599,0,2.401,94.79,0.033,18.607,14.583,"0",0.000336,42.246,24.564,1.277,0.139,0,43.159,55.413,0.012,1993,12
1993-12-02,1.14,0.175,0,49.48,49.197,0.008,1.942,0.371,0,19.611,78.058,0.019,1.935,0.272,0,5.702,92.076,0.015,1.864,1.378,0,0.785,95.865,0.107,2.599,1.632,0,1.254,93.711,0.804,1.795,0.288,0,19.911,77.992,0.014,0.086,0.012,0,96.151,3.75,0.000481,0.628,0.084,0,71.97,27.314,0.004,0.663,0.098,0,70.506,28.729,0.004,1.355,0.2,0,39.632,58.804,0.009,2.152,5.605,0,1.9e-05,6.1e-05,92.243,2.154,0.592,0,2.303,94.917,0.034,18.259,14.381,"0",0.000306,43.097,24.262,1.275,0.143,0,43.235,55.334,0.012,1993,12
1993-12-03,1.116,0.173,0,50.596,48.107,0.008,1.922,0.357,0,19.982,77.72,0.018,1.904,0.265,0,5.682,92.134,0.015,1.824,1.287,0,0.796,96.008,0.084,2.545,1.576,0,1.246,93.97,0.663,1.786,0.284,0,19.971,77.945,0.014,0.073,0.01,0,96.76,3.156,0.000415,0.608,0.084,0,72.868,26.436,0.004,0.63,0.095,0,72.011,27.259,0.004,1.339,0.199,0,40.425,58.028,0.009,2.185,4.534,0,1.98e-05,7.46e-05,93.28,2.148,0.584,0,2.319,94.914,0.034,18.002,14.259,"0",0.000289,44.375,23.364,1.269,0.147,0,43.522,55.049,0.012,1993,12
1993-12-04,1.1,0.172,0,51.344,47.376,0.008,1.893,0.341,0,20.766,76.981,0.018,1.878,0.257,0,5.653,92.197,0.015,1.79,1.16,0,0.804,96.185,0.061,2.486,1.488,0,1.217,94.271,0.539,1.769,0.278,0,20.14,77.799,0.014,0.075,0.011,0,96.686,3.228,0.000436,0.598,0.084,0,73.336,25.978,0.004,0.626,0.095,0,72.265,27.01,0.004,1.35,0.204,0,40.053,58.384,0.009,2.283,4.99,0,3.74e-05,0.000131,92.726,2.145,0.568,0,2.345,94.907,0.034,17.689,14.258,"0",0.00028,46.467,21.585,1.264,0.15,0,43.756,54.818,0.011,1993,12
1993-12-05,1.086,0.17,0,51.955,46.782,0.008,1.876,0.331,0,21.276,76.5,0.017,1.856,0.249,0,5.573,92.307,0.015,1.769,1.063,0,0.816,96.303,0.049,2.444,1.399,0,1.212,94.475,0.47,1.753,0.272,0,20.311,77.65,0.014,0.072,0.011,0,96.796,3.121,0.000439,0.595,0.085,0,73.529,25.787,0.004,0.631,0.097,0,72.08,27.188,0.004,1.371,0.211,0,39.286,59.123,0.01,2.364,9.285,0,4.07e-05,0.000122,88.351,2.138,0.552,0,2.39,94.887,0.033,17.452,14.119,"0",0.000261,47.311,21.117,1.261,0.153,0,43.937,54.638,0.011,1993,12
1993-12-06,1.113,0.174,0,50.668,48.036,0.008,1.892,0.328,0,20.988,76.775,0.017,1.829,0.237,0,5.137,92.783,0.014,1.711,0.957,0,0.784,96.51,0.038,2.393,1.297,0,1.215,94.714,0.381,1.741,0.266,0,20.075,77.904,0.014,0.084,0.012,0,96.286,3.617,0.000544,0.623,0.091,0,72.349,26.934,0.004,0.673,0.104,0,70.209,29.01,0.005,1.405,0.219,0,37.89,60.476,0.01,2.479,10.012,0,4.22e-05,0.000127,87.508,2.137,0.54,0,2.344,94.946,0.033,17.19,14.071,"0",0.000238,48.754,19.985,1.263,0.156,0,43.875,54.694,0.011,1993,12
1993-12-07,1.133,0.177,0,49.604,49.077,0.009,1.906,0.328,0,20.627,77.12,0.018,1.797,0.225,0,4.988,92.976,0.014,1.694,0.922,0,0.78,96.569,0.035,2.425,1.243,0,1.231,94.739,0.362,1.731,0.259,0,19.49,78.505,0.014,0.099,0.015,0,95.596,4.289,0.000666,0.645,0.096,0,71.375,27.88,0.005,0.684,0.106,0,69.675,29.529,0.005,1.423,0.223,0,37.116,61.226,0.011,2.543,11.292,0,3.79e-05,0.000115,86.165,2.124,0.53,0,2.333,94.982,0.031,16.728,14.165,"0",0.000214,51.368,17.739,1.264,0.16,0,43.851,54.712,0.011,1993,12
1993-12-08,1.052,0.163,0,52.998,45.778,0.008,1.806,0.298,0,23.4,74.479,0.016,1.772,0.22,0,5.682,92.312,0.014,1.708,0.741,0,0.905,96.62,0.026,2.363,1.125,0,1.253,94.989,0.269,1.675,0.246,0,21.435,76.631,0.014,0.091,0.014,0,95.963,3.931,0.000611,0.622,0.093,0,72.424,26.856,0.005,0.634,0.098,0,71.864,27.4,0.005,1.415,0.222,0,37.423,60.929,0.011,2.676,13.269,0,3.81e-05,0.000254,84.054,2.126,0.484,0,2.98,94.381,0.029,16.232,14.461,"0",0.000207,55.24,14.067,1.267,0.164,0,43.763,54.794,0.011,1993,12
1993-12-09,1.103,0.169,0,50.249,48.47,0.009,1.83,0.301,0,22.855,74.998,0.017,1.705,0.196,0,5.029,93.058,0.012,1.684,0.698,0,0.909,96.683,0.025,2.323,1.028,0,1.249,95.194,0.205,1.665,0.235,0,19.787,78.3,0.013,0.123,0.019,0,94.516,5.341,0.000885,0.67,0.101,0,70.314,28.91,0.005,0.698,0.108,0,68.843,30.346,0.005,1.431,0.224,0,36.476,61.857,0.011,2.687,16.509,0,3.34e-05,0.000956,80.803,2.089,0.465,0,2.886,94.532,0.027,15.473,14.521,"0",0.000176,58.349,11.657,1.275,0.168,0,43.447,55.098,0.012,1993,12
1993-12-10,1.086,0.164,0,50.478,48.263,0.009,1.79,0.286,0,23.192,74.715,0.016,1.62,0.175,0,4.981,93.212,0.011,1.635,0.607,0,0.929,96.807,0.022,2.316,1.005,0,1.275,95.178,0.227,1.628,0.221,0,19.614,78.524,0.013,0.106,0.016,0,95.264,4.613,0.000776,0.629,0.095,0,72.074,27.197,0.005,0.677,0.103,0,69.579,29.635,0.005,1.386,0.215,0,38.179,60.209,0.011,2.754,19.11,0,3.47e-05,0.005,78.13,2.027,0.427,0,3.011,94.509,0.025,14.904,14.535,"0",0.00016,60.556,10.005,1.273,0.17,0,43.51,55.035,0.012,1993,12
1993-12-11,0.958,0.142,0,55.839,43.054,0.007,1.659,0.252,0,25.988,72.087,0.014,1.555,0.166,0,6.188,92.081,0.01,1.657,0.503,0,1.117,96.702,0.02,2.277,0.973,0,1.307,95.149,0.295,1.54,0.205,0,22.322,75.921,0.012,0.085,0.013,0,96.182,3.719,0.000629,0.551,0.084,0,75.431,23.929,0.004,0.553,0.083,0,74.872,24.487,0.004,1.304,0.2,0,41.524,56.961,0.011,3.161,18.608,0,0.00025,0.092,78.138,1.965,0.378,0,4.098,93.536,0.022,14.64,14.567,"0",0.000177,61.512,9.281,1.268,0.173,0,43.685,54.862,0.011,1993,12
1993-12-12,1.12,0.16,0,46.731,51.981,0.009,1.764,0.271,0,21.323,76.626,0.016,1.409,0.138,0,4.094,94.351,0.008,1.53,0.557,0,0.925,96.968,0.02,2.278,0.999,0,1.326,95.058,0.34,1.533,0.19,0,16.822,81.444,0.011,0.142,0.021,0,93.551,6.285,0.001,0.641,0.097,0,71.279,27.978,0.005,0.741,0.109,0,65.523,33.621,0.006,1.347,0.204,0,38.934,59.505,0.011,2.933,23.2,0,0.000105,0.044,73.822,1.868,0.362,0,2.724,95.026,0.02,13.684,14.639,"0",0.000161,64.089,7.587,1.276,0.175,0,43.254,55.282,0.012,1993,12
1993-12-13,1.163,0.16,0,42.9,55.768,0.009,1.777,0.268,0,18.196,79.744,0.016,1.281,0.124,0,3.445,95.143,0.007,1.439,0.613,0,0.808,97.121,0.019,2.286,1.02,0,1.375,95.046,0.272,1.5,0.183,0,14.848,83.459,0.011,0.114,0.017,0,94.72,5.149,0.000874,0.581,0.087,0,73.7,25.627,0.005,0.743,0.106,0,64.554,34.591,0.006,1.182,0.177,0,46.106,52.526,0.01,3.001,25.853,0,0.000148,0.078,71.067,1.747,0.333,0,2.252,95.65,0.018,12.976,14.749,"0",0.000152,65.902,6.373,1.252,0.173,0,44.237,54.326,0.011,1993,12
1993-12-14,1.104,0.149,0,44.322,54.416,0.008,1.69,0.243,0,17.775,80.278,0.014,1.226,0.12,0,3.375,95.271,0.007,1.381,0.551,0,0.796,97.256,0.016,2.212,0.974,0,1.403,95.194,0.216,1.442,0.174,0,14.557,83.817,0.01,0.112,0.016,0,94.665,5.206,0.000852,0.577,0.085,0,73.568,25.765,0.005,0.672,0.093,0,67.062,32.168,0.005,1.169,0.173,0,46.203,52.447,0.01,3.431,25.693,0,0.000452,0.227,70.649,1.68,0.31,0,2.224,95.77,0.017,12.586,14.817,"0",0.000153,66.942,5.655,1.234,0.171,0,44.851,53.732,0.011,1993,12
1993-12-15,1.184,0.155,0,37.268,61.384,0.009,1.718,0.249,0,14.557,83.461,0.015,1.133,0.105,0,2.246,96.51,0.006,1.301,0.601,0,0.661,97.421,0.015,2.187,1.016,0,1.352,95.156,0.288,1.386,0.163,0,11.333,87.108,0.009,0.13,0.018,0,93.625,6.227,0.00099,0.643,0.094,0,70.103,29.155,0.005,0.79,0.106,0,59.852,39.246,0.006,1.241,0.18,0,41.813,56.756,0.01,3.197,28.987,0,0.000282,0.158,67.657,1.577,0.296,0,1.663,96.448,0.015,12.05,14.817,"0",0.000158,68.462,4.671,1.225,0.17,0,45.048,53.545,0.011,1993,12
1993-12-16,1.213,0.155,0,32.457,66.166,0.009,1.706,0.247,0,11.812,86.22,0.015,1.056,0.093,0,1.591,97.255,0.005,1.241,0.737,0,0.551,97.456,0.015,2.144,1,0,1.297,95.349,0.211,1.341,0.155,0,9.061,89.434,0.009,0.131,0.018,0,93.407,6.444,0.000991,0.691,0.098,0,67.029,32.176,0.006,0.832,0.109,0,55.855,43.197,0.006,1.274,0.179,0,38.514,60.023,0.01,3.102,31.063,0,0.00015,0.107,65.727,1.484,0.286,0,1.314,96.903,0.013,11.542,14.743,"0",0.000165,69.844,3.871,1.219,0.169,0,45.086,53.514,0.011,1993,12
1993-12-17,1.235,0.155,0,27.851,70.75,0.009,1.685,0.244,0,9.545,88.512,0.014,0.986,0.081,0,1.016,97.912,0.004,1.188,0.794,0,0.448,97.557,0.013,2.091,1.007,0,1.22,95.508,0.174,1.288,0.145,0,7.007,91.551,0.008,0.131,0.018,0,93.161,6.689,0.00099,0.735,0.102,0,63.949,35.209,0.006,0.879,0.113,0,51.255,47.746,0.007,1.296,0.177,0,34.998,63.519,0.01,3.174,31.865,0,6.84e-05,0.073,64.887,1.413,0.286,0,1.057,97.232,0.012,11.293,14.609,"0",0.000161,70.866,3.232,1.218,0.168,0,44.788,53.815,0.011,1993,12
1993-12-18,1.227,0.151,0,25.155,73.459,0.009,1.64,0.234,0,7.991,90.121,0.014,0.944,0.074,0,0.787,98.191,0.004,1.13,0.723,0,0.371,97.766,0.01,2.018,1.012,0,1.12,95.702,0.148,1.237,0.136,0,5.737,92.882,0.008,0.133,0.017,0,92.795,7.053,0.000986,0.764,0.104,0,61.34,37.787,0.006,0.891,0.113,0,48.637,50.353,0.007,1.303,0.173,0,31.961,66.552,0.01,3.457,31.635,0,4.52e-05,0.066,64.842,1.368,0.282,0,0.895,97.444,0.011,11.008,14.459,"0",0.000156,71.822,2.71,1.217,0.167,0,44.287,54.317,0.011,1993,12
1993-12-19,1.21,0.147,0,23.046,75.589,0.009,1.62,0.227,0,6.999,91.141,0.013,0.925,0.07,0,0.637,98.364,0.003,1.08,0.589,0,0.313,98.011,0.007,1.935,0.974,0,1.015,95.962,0.114,1.195,0.128,0,4.961,93.709,0.007,0.14,0.018,0,92.222,7.619,0.001,0.797,0.107,0,58.518,40.572,0.006,0.916,0.114,0,45.252,53.71,0.007,1.317,0.172,0,28.268,70.234,0.01,3.865,31.238,0,3.49e-05,0.053,64.843,1.355,0.275,0,0.799,97.561,0.01,10.825,14.31,"0",0.000158,72.576,2.289,1.218,0.167,0,43.623,54.981,0.011,1993,12
1993-12-20,1.207,0.144,0,19.754,78.887,0.008,1.636,0.23,0,6.004,92.117,0.013,0.918,0.066,0,0.498,98.515,0.003,1.071,0.582,0,0.264,98.077,0.006,1.874,0.904,0,0.92,96.213,0.089,1.158,0.12,0,4.062,94.653,0.007,0.167,0.021,0,90.395,9.416,0.001,0.849,0.112,0,54.558,44.475,0.007,0.959,0.118,0,40.541,58.375,0.007,1.332,0.17,0,24.114,74.374,0.01,4.739,29.464,0,3.55e-05,0.03,65.766,1.349,0.271,0,0.705,97.665,0.009,10.73,14.19,"0",0.00017,73.121,1.959,1.22,0.166,0,43.052,55.551,0.011,1993,12
1993-12-21,1.168,0.138,0,20.378,78.308,0.008,1.589,0.216,0,5.753,92.429,0.012,0.949,0.07,0,0.523,98.455,0.003,1.088,0.471,0,0.258,98.178,0.005,1.841,0.845,0,0.84,96.397,0.078,1.138,0.115,0,3.873,94.867,0.006,0.164,0.021,0,90.362,9.452,0.001,0.848,0.111,0,53.455,45.581,0.007,0.916,0.112,0,41.822,57.143,0.007,1.32,0.166,0,21.875,76.63,0.01,5.69,27.508,0,4.9e-05,0.045,66.757,1.363,0.255,0,0.681,97.691,0.009,10.71,14.109,"0",0.000206,73.444,1.736,1.217,0.165,0,42.505,56.102,0.011,1993,12
1993-12-22,1.147,0.133,0,19.444,79.269,0.008,1.573,0.21,0,5.47,92.735,0.012,0.98,0.07,0,0.493,98.454,0.003,1.128,0.432,0,0.253,98.183,0.004,1.784,0.739,0,0.757,96.665,0.056,1.126,0.11,0,3.566,95.192,0.006,0.183,0.023,0,88.965,10.828,0.001,0.869,0.112,0,50.998,48.014,0.007,0.925,0.111,0,39.566,59.391,0.007,1.307,0.161,0,18.957,79.565,0.01,6.586,26.203,0,6.64e-05,0.033,67.178,1.372,0.24,0,0.638,97.742,0.008,10.644,14.068,"0",0.000245,73.758,1.529,1.218,0.164,0,41.894,56.713,0.011,1993,12
1993-12-23,1.099,0.126,0,21.79,76.979,0.007,1.498,0.19,0,5.579,92.722,0.011,1.016,0.069,0,0.599,98.312,0.003,1.161,0.345,0,0.27,98.22,0.004,1.771,0.703,0,0.687,96.787,0.051,1.142,0.11,0,3.989,94.753,0.006,0.136,0.017,0,91.562,8.285,0.000989,0.821,0.104,0,52.298,46.771,0.006,0.835,0.099,0,44.294,54.767,0.006,1.271,0.154,0,18.257,80.309,0.009,7.233,25.753,0,8.19e-05,0.083,66.931,1.389,0.221,0,0.682,97.699,0.008,10.675,14.061,"0",0.00026,73.819,1.444,1.213,0.163,0,41.394,57.22,0.011,1993,12
1993-12-24,1.075,0.12,0,21.933,76.865,0.007,1.473,0.18,0,5.376,92.961,0.01,1.053,0.068,0,0.623,98.253,0.003,1.183,0.327,0,0.264,98.222,0.004,1.755,0.641,0,0.624,96.94,0.04,1.149,0.107,0,3.994,94.745,0.006,0.131,0.016,0,91.65,8.202,0.000953,0.795,0.1,0,52.374,46.725,0.006,0.805,0.094,0,44.83,54.266,0.006,1.237,0.148,0,17.852,80.755,0.009,7.794,25.386,0,1e-04,0.078,66.742,1.398,0.206,0,0.651,97.737,0.008,10.687,14.063,"0",0.000264,73.922,1.328,1.21,0.161,0,40.636,57.982,0.011,1993,12
1993-12-25,1.021,0.113,0,25.178,73.682,0.007,1.411,0.163,0,5.622,92.795,0.009,1.089,0.07,0,0.763,98.075,0.003,1.222,0.284,0,0.268,98.222,0.004,1.746,0.593,0,0.576,97.051,0.034,1.165,0.107,0,4.574,94.148,0.006,0.106,0.013,0,93.035,6.846,0.000748,0.732,0.091,0,54.759,44.413,0.006,0.705,0.081,0,50.665,48.545,0.005,1.197,0.141,0,18.648,80.006,0.008,8.165,25.496,0,0.000115,0.18,66.158,1.417,0.194,0,0.695,97.687,0.007,10.67,14.079,"0",0.000258,73.986,1.265,1.202,0.159,0,39.599,59.03,0.011,1993,12
1993-12-26,0.924,0.101,0,32.163,66.806,0.006,1.329,0.144,0,6.99,91.53,0.008,1.129,0.075,0,1.107,97.686,0.003,1.268,0.222,0,0.292,98.213,0.004,1.72,0.525,0,0.541,97.185,0.028,1.167,0.106,0,6.269,92.452,0.006,0.084,0.01,0,94.307,5.598,0.000587,0.637,0.078,0,59.487,39.794,0.005,0.568,0.064,0,59.66,39.704,0.004,1.147,0.134,0,20.522,78.189,0.008,8.421,26.159,0,0.000159,0.478,64.942,1.449,0.184,0,0.892,97.467,0.007,10.536,14.081,"0",0.000245,74.158,1.225,1.191,0.155,0,38.068,60.576,0.01,1993,12
1993-12-27,0.881,0.094,0,34.775,64.245,0.005,1.305,0.136,0,7.958,90.594,0.007,1.157,0.076,0,1.369,97.394,0.003,1.279,0.22,0,0.297,98.199,0.004,1.726,0.469,0,0.512,97.267,0.025,1.166,0.103,0,7.344,91.381,0.005,0.09,0.01,0,93.838,6.061,0.000619,0.599,0.072,0,60.887,38.438,0.004,0.546,0.061,0,60.634,38.755,0.004,1.113,0.127,0,20.908,77.845,0.007,8.521,27.147,0,0.000246,0.636,63.696,1.463,0.174,0,0.938,97.418,0.007,10.354,13.995,"0",0.000226,74.53,1.121,1.181,0.152,0,36.554,62.103,0.01,1993,12
1993-12-28,0.878,0.091,0,34.399,64.628,0.005,1.314,0.133,0,8.203,90.342,0.007,1.18,0.074,0,1.497,97.244,0.003,1.275,0.235,0,0.284,98.202,0.004,1.758,0.461,0,0.5,97.251,0.031,1.175,0.1,0,7.763,90.957,0.005,0.093,0.011,0,93.487,6.409,0.000616,0.588,0.069,0,60.531,38.807,0.004,0.558,0.06,0,59.266,40.113,0.004,1.088,0.121,0,21.076,77.708,0.007,8.457,28.41,0,0.000258,0.59,62.543,1.465,0.165,0,0.866,97.497,0.006,10.176,13.748,"0",0.000199,75.086,0.989,1.17,0.149,0,35.356,63.315,0.01,1993,12
