"TIME","D10.AG","D10.EAST","D10.JONES","D10.MTZ","D10.SAC","D10.SJR","D12.AG","D12.EAST","D12.JONES","D12.MTZ","D12.SAC","D12.SJR","D22.AG","D22.EAST","D22.JONES","D22.MTZ","D22.SAC","D22.SJR","D26.AG","D26.EST","D26.JONES","D26.MTZ","D26.SAC","D26.SJR","D28A.AG","D28A.EAST","D28A.JONES","D28.MTZ","D28A.SAC","D28A.SJR","D4.AG","D4.EAST","D4.JONES","D4.MTZ","D4.SAC","D4.SJR","D6.AG","D6.EAST","D6.JONES","D6.MTZ","D6.SAC","D6.SJR","D7.AG","D7.EAST","D7.JONES","D7.MTZ","D7.SAC","D7.SJR","D8.AG","D8.EAST","D8.JONES","D8.MTZ","D8.SAC","D8.SJR","NZ032.AG","NZ032.EAST","NZ032.JONES","NZ032.MTZ","NZ032.SAC","NZ032.SJR","P8.AG","P8.EAST","P8.JONES","P8.MTZ","P8.SAC","P8.SJR","D16.AG","D16.EAST","D16.JONES","D16.MTZ","D16.SAC","D16.SJR","MD10A.AG","MD10A.EAST","MD10A.JONES","MD10A.MTZ","MD10A.SAC","MD10A.SJR","NZS42.AG","NZS42.EAST","NZS42.JONES","NZS42.MTZ","NZS42.SAC","NZS42.SJR","year","month"
1991-01-01,1.346,0.132,0,59.344,39.066,0.072,2.426,0.228,0,25.234,71.913,0.131,2.433,0.175,0,10.859,86.343,0.104,2.31,0.234,0,1.364,95.947,0.108,3.421,0.489,0,1.831,93.741,0.472,2.23,0.199,0,27.618,69.771,0.113,0.119,0.012,0,96.571,3.288,0.006,0.747,0.075,0,79.354,19.762,0.038,0.759,0.076,0,77.503,21.599,0.041,1.749,0.174,0,49.885,48.046,0.091,10.405,21.684,0,0.014,2.035,65.682,2.642,0.205,0,3.999,92.959,0.124,17.061,3.54,"0",0.004,77.051,2.34,1.662,0.134,0,60.113,37.885,0.059,1991,1
1991-01-02,1.326,0.128,0,59.511,38.926,0.07,2.399,0.218,0,25.8,71.39,0.126,2.45,0.169,0,11.21,85.984,0.1,2.368,0.226,0,1.373,95.894,0.103,3.472,0.47,0,1.832,93.757,0.424,2.205,0.192,0,28.196,69.231,0.109,0.101,0.01,0,97.052,2.828,0.005,0.642,0.064,0,82.004,17.235,0.033,0.752,0.074,0,77.455,21.657,0.04,1.539,0.152,0,55.696,42.483,0.08,10.699,21.724,0,0.014,2.117,65.26,2.684,0.198,0,4.075,92.854,0.119,17.294,3.385,"0",0.004,77.149,2.164,1.645,0.135,0,59.804,38.211,0.061,1991,1
1991-01-03,1.316,0.124,0,59.398,39.053,0.069,2.377,0.21,0,26.422,70.804,0.121,2.481,0.163,0,11.55,85.623,0.097,2.438,0.218,0,1.388,95.824,0.097,3.524,0.457,0,1.833,93.73,0.413,2.186,0.185,0,28.746,68.71,0.106,0.091,0.009,0,97.298,2.594,0.005,0.593,0.059,0,83.142,16.156,0.03,0.744,0.072,0,77.433,21.689,0.039,1.357,0.133,0,60.959,37.435,0.07,10.974,21.782,0,0.014,2.199,64.84,2.73,0.192,0,4.204,92.688,0.114,17.519,3.25,"0",0.004,77.219,2.004,1.602,0.132,0,60.457,37.605,0.06,1991,1
1991-01-04,1.331,0.123,0,58.625,39.812,0.069,2.387,0.203,0,26.467,70.759,0.118,2.527,0.156,0,11.39,85.745,0.093,2.48,0.198,0,1.38,95.82,0.088,3.487,0.407,0,1.857,93.885,0.322,2.183,0.179,0,28.85,68.617,0.103,0.089,0.009,0,97.331,2.564,0.005,0.576,0.057,0,83.452,15.866,0.03,0.773,0.074,0,76.323,22.766,0.04,1.267,0.124,0,63.497,35.004,0.065,11.125,22.101,0,0.014,2.139,64.428,2.786,0.185,0,4.219,92.628,0.109,17.696,3.096,"0",0.003,77.409,1.792,1.557,0.129,0,61.293,36.818,0.059,1991,1
1991-01-05,1.43,0.129,0,55.183,43.143,0.072,2.486,0.204,0,24.167,72.958,0.119,2.604,0.145,0,10.055,87.016,0.086,2.548,0.194,0,1.263,95.884,0.081,3.549,0.379,0,1.872,93.87,0.287,2.237,0.175,0,27.127,70.291,0.101,0.116,0.011,0,96.492,3.371,0.006,0.618,0.06,0,82.064,17.205,0.032,0.882,0.082,0,72.737,26.226,0.046,1.253,0.122,0,63.76,34.757,0.064,10.985,22.671,0,0.01,1.567,64.563,2.848,0.177,0,3.862,92.939,0.103,17.932,2.962,"0",0.003,77.47,1.629,1.525,0.126,0,62.017,36.124,0.058,1991,1
1991-01-06,1.51,0.132,0,52.431,45.807,0.075,2.57,0.201,0,22.174,74.868,0.118,2.687,0.135,0,9.099,87.902,0.08,2.636,0.193,0,1.183,95.884,0.075,3.601,0.351,0,1.885,93.875,0.246,2.297,0.171,0,25.584,71.776,0.099,0.12,0.011,0,96.347,3.512,0.006,0.642,0.062,0,81.194,18.047,0.033,0.95,0.087,0,70.428,28.458,0.048,1.244,0.12,0,63.931,34.597,0.063,11.073,22.684,0,0.008,1.266,64.754,2.913,0.168,0,3.571,93.18,0.097,18.201,2.861,"0",0.003,77.425,1.507,1.495,0.124,0,62.677,35.498,0.057,1991,1
1991-01-07,1.506,0.129,0,52.507,45.74,0.073,2.572,0.195,0,22.539,74.511,0.114,2.761,0.129,0,8.906,88.03,0.076,2.708,0.175,0,1.206,95.814,0.068,3.56,0.331,0,1.917,93.924,0.226,2.32,0.166,0,25.365,71.98,0.096,0.127,0.012,0,96.112,3.739,0.006,0.64,0.061,0,81.121,18.124,0.033,0.943,0.085,0,70.543,28.354,0.047,1.216,0.117,0,64.696,33.865,0.062,11.444,22.406,0,0.008,1.347,64.577,2.998,0.163,0,3.61,93.064,0.093,18.429,2.779,"0",0.003,77.421,1.364,1.463,0.121,0,63.319,34.894,0.056,1991,1
1991-01-08,1.499,0.126,0,52.724,45.535,0.071,2.55,0.189,0,23.518,73.564,0.111,2.826,0.124,0,8.689,88.191,0.073,2.776,0.15,0,1.274,95.71,0.061,3.545,0.301,0,1.945,93.97,0.196,2.338,0.16,0,25.336,72.001,0.093,0.122,0.011,0,96.244,3.613,0.006,0.63,0.06,0,81.346,17.911,0.032,0.939,0.083,0,70.601,28.302,0.046,1.185,0.114,0,65.571,33.027,0.06,11.853,22.447,0,0.01,1.666,63.81,3.085,0.158,0,3.718,92.875,0.09,18.808,2.696,"0",0.003,77.279,1.211,1.438,0.12,0,63.843,34.401,0.056,1991,1
1991-01-09,1.359,0.113,0,57.237,41.186,0.064,2.405,0.176,0,27.464,69.786,0.102,2.84,0.125,0,10.203,86.664,0.073,2.913,0.138,0,1.58,95.27,0.063,3.602,0.309,0,1.899,93.898,0.251,2.279,0.154,0,27.908,69.499,0.089,0.089,0.008,0,97.256,2.64,0.004,0.567,0.053,0,83.098,16.234,0.029,0.806,0.07,0,74.768,24.293,0.039,1.106,0.105,0,67.842,30.849,0.056,12.979,21.936,0,0.018,3.239,61.628,3.157,0.155,0,4.474,92.047,0.089,18.976,2.688,"0",0.004,77.149,1.181,1.403,0.117,0,64.536,33.753,0.055,1991,1
1991-01-10,1.409,0.113,0,55.734,42.638,0.064,2.484,0.173,0,26.37,70.805,0.101,2.919,0.118,0,9.774,87.026,0.069,2.997,0.145,0,1.585,95.175,0.062,3.766,0.311,0,1.87,93.754,0.259,2.334,0.149,0,27.037,70.323,0.086,0.113,0.01,0,96.486,3.381,0.006,0.583,0.054,0,82.55,16.762,0.029,0.859,0.073,0,73.067,25.934,0.041,1.093,0.104,0,68.165,30.543,0.055,13.029,22.521,0,0.017,3.066,61.165,3.223,0.147,0,4.249,92.22,0.084,19.18,2.619,"0",0.003,77.11,1.085,1.387,0.116,0,64.898,33.409,0.054,1991,1
1991-01-11,1.473,0.114,0,53.852,44.452,0.065,2.575,0.17,0,24.797,72.29,0.099,3.007,0.111,0,9.177,87.547,0.065,3.022,0.145,0,1.492,95.248,0.058,3.831,0.29,0,1.868,93.752,0.22,2.413,0.145,0,25.69,71.595,0.084,0.121,0.01,0,96.242,3.617,0.006,0.595,0.054,0,82.105,17.195,0.03,0.896,0.073,0,71.897,27.064,0.042,1.081,0.102,0,68.427,30.295,0.054,12.772,23.424,0,0.013,2.396,61.187,3.29,0.138,0,3.846,92.574,0.078,19.368,2.551,"0",0.003,77.07,1.005,1.368,0.114,0,65.308,33.022,0.054,1991,1
1991-01-12,1.496,0.111,0,53.38,44.904,0.064,2.628,0.165,0,24.016,73.026,0.096,3.072,0.107,0,9.158,87.509,0.062,3.077,0.149,0,1.44,95.247,0.055,3.959,0.296,0,1.863,93.617,0.227,2.468,0.141,0,25.143,72.092,0.082,0.113,0.01,0,96.478,3.39,0.005,0.595,0.053,0,82.021,17.281,0.029,0.888,0.07,0,72.217,26.757,0.04,1.065,0.099,0,68.788,29.954,0.053,12.956,23.761,0,0.012,2.32,60.74,3.356,0.131,0,3.678,92.689,0.073,19.558,2.493,"0",0.003,77.004,0.939,1.345,0.112,0,65.775,32.582,0.053,1991,1
1991-01-13,1.533,0.109,0,52.588,45.661,0.063,2.694,0.16,0,23.055,73.927,0.093,3.137,0.103,0,9.012,87.597,0.06,3.146,0.155,0,1.378,95.237,0.053,4.128,0.313,0,1.859,93.406,0.255,2.529,0.137,0,24.495,72.687,0.08,0.122,0.01,0,96.202,3.657,0.006,0.598,0.053,0,81.846,17.453,0.029,0.901,0.069,0,71.923,27.04,0.039,1.051,0.097,0,69.093,29.667,0.052,13.003,24.136,0,0.01,2.011,60.626,3.417,0.124,0,3.507,92.813,0.068,19.747,2.429,"0",0.003,76.951,0.867,1.322,0.111,0,66.238,32.147,0.053,1991,1
1991-01-14,1.578,0.107,0,51.65,46.556,0.062,2.779,0.155,0,21.872,75.032,0.09,3.209,0.1,0,8.752,87.792,0.058,3.234,0.167,0,1.313,95.205,0.051,4.242,0.323,0,1.854,93.278,0.265,2.598,0.134,0,23.721,73.396,0.078,0.12,0.009,0,96.282,3.579,0.005,0.603,0.052,0,81.674,17.622,0.028,0.928,0.068,0,71.283,27.655,0.039,1.042,0.095,0,69.261,29.51,0.051,13.116,24.227,0,0.008,1.665,60.764,3.476,0.119,0,3.343,92.928,0.065,20.08,2.381,"0",0.003,76.7,0.834,1.3,0.109,0,66.654,31.759,0.052,1991,1
1991-01-15,1.599,0.104,0,51.497,46.693,0.06,2.831,0.15,0,21.412,75.449,0.087,3.263,0.097,0,8.74,87.756,0.056,3.328,0.169,0,1.27,95.155,0.048,4.305,0.315,0,1.856,93.247,0.239,2.643,0.13,0,23.508,73.57,0.075,0.123,0.009,0,96.198,3.66,0.005,0.609,0.051,0,81.479,17.813,0.028,0.935,0.065,0,71.293,27.641,0.038,1.029,0.093,0,69.553,29.234,0.05,13.483,23.939,0,0.007,1.564,60.783,3.54,0.115,0,3.28,92.934,0.061,20.23,2.33,"0",0.003,76.65,0.786,1.276,0.107,0,67.087,31.354,0.051,1991,1
1991-01-16,1.591,0.1,0,52.233,45.973,0.057,2.85,0.144,0,21.654,75.199,0.083,3.312,0.096,0,8.981,87.467,0.055,3.387,0.167,0,1.259,95.111,0.046,4.306,0.295,0,1.86,93.308,0.194,2.669,0.126,0,23.775,73.284,0.073,0.109,0.008,0,96.668,3.208,0.004,0.593,0.048,0,81.968,17.343,0.027,0.913,0.061,0,72.196,26.768,0.035,1.01,0.089,0,70.07,28.742,0.048,14.056,23.592,0,0.008,1.743,60.378,3.606,0.113,0,3.338,92.815,0.059,20.577,2.291,"0",0.003,76.374,0.753,1.252,0.105,0,67.515,30.957,0.05,1991,1
1991-01-17,1.61,0.097,0,52.188,46.004,0.056,2.892,0.14,0,21.513,75.305,0.08,3.37,0.094,0,9.053,87.341,0.053,3.443,0.166,0,1.225,95.093,0.044,4.45,0.316,0,1.828,93.142,0.227,2.7,0.122,0,23.867,73.167,0.071,0.113,0.008,0,96.557,3.314,0.004,0.594,0.047,0,81.994,17.319,0.026,0.934,0.06,0,71.81,27.133,0.035,0.995,0.087,0,70.493,28.34,0.047,14.339,23.738,0,0.007,1.592,60.098,3.679,0.111,0,3.303,92.783,0.056,20.863,2.248,"0",0.003,76.171,0.713,1.229,0.103,0,67.938,30.563,0.05,1991,1
1991-01-18,1.565,0.091,0,53.921,44.326,0.052,2.885,0.134,0,22.363,74.471,0.077,3.406,0.093,0,9.596,86.764,0.052,3.494,0.156,0,1.226,95.053,0.041,4.459,0.294,0,1.818,93.206,0.185,2.697,0.119,0,24.813,72.233,0.068,0.095,0.006,0,97.131,2.761,0.004,0.609,0.047,0,81.633,17.663,0.026,0.889,0.056,0,73.405,25.593,0.032,1.063,0.093,0,68.459,30.293,0.05,14.784,24.067,0,0.008,1.824,59.095,3.747,0.109,0,3.43,92.591,0.055,21.225,2.221,"0",0.003,75.859,0.69,1.206,0.101,0,68.263,30.268,0.049,1991,1
1991-01-19,1.56,0.087,0,54.516,43.743,0.05,2.926,0.13,0,22.5,74.3,0.075,3.469,0.091,0,9.633,86.668,0.051,3.534,0.153,0,1.191,95.055,0.039,4.548,0.282,0,1.803,93.163,0.166,2.721,0.115,0,25.138,71.889,0.066,0.104,0.007,0,96.882,3,0.004,0.626,0.048,0,81.219,18.057,0.027,0.907,0.055,0,73.097,25.883,0.032,1.202,0.104,0,64.274,34.318,0.057,14.866,25.133,0,0.007,1.721,58.052,3.823,0.107,0,3.437,92.512,0.052,21.583,2.185,"0",0.003,75.58,0.648,1.197,0.1,0,68.221,30.323,0.049,1991,1
1991-01-20,1.622,0.087,0,53.309,44.888,0.05,3.043,0.128,0,21.271,75.415,0.073,3.564,0.087,0,9.099,87.112,0.048,3.566,0.166,0,1.118,95.086,0.037,4.703,0.279,0,1.782,93.037,0.162,2.788,0.112,0,24.593,72.372,0.064,0.113,0.007,0,96.623,3.249,0.004,0.679,0.051,0,79.701,19.515,0.029,0.971,0.057,0,71.486,27.426,0.033,1.391,0.113,0,58.766,39.618,0.062,14.776,26.951,0,0.006,1.365,56.683,3.897,0.105,0,3.269,92.612,0.05,21.901,2.155,"0",0.003,75.327,0.612,1.204,0.1,0,67.786,30.752,0.05,1991,1
1991-01-21,1.717,0.087,0,51.303,46.796,0.05,3.176,0.126,0,19.688,76.868,0.071,3.665,0.083,0,8.417,87.7,0.045,3.608,0.184,0,1.044,95.102,0.037,4.79,0.261,0,1.766,93.016,0.13,2.874,0.109,0,23.703,73.181,0.062,0.125,0.008,0,96.305,3.554,0.004,0.745,0.054,0,77.851,21.293,0.03,1.053,0.059,0,69.418,29.407,0.034,1.606,0.115,0,52.95,45.211,0.064,14.886,28.609,0,0.004,1.055,55.228,3.97,0.103,0,3.071,92.743,0.047,22.198,2.125,"0",0.003,75.103,0.569,1.218,0.101,0,67.214,31.311,0.051,1991,1
1991-01-22,1.74,0.085,0,51.26,46.82,0.049,3.235,0.123,0,19.43,77.073,0.069,3.728,0.081,0,8.338,87.719,0.043,3.671,0.194,0,1.026,95.048,0.036,4.825,0.259,0,1.751,93.002,0.125,2.924,0.106,0,23.54,73.298,0.06,0.126,0.008,0,96.301,3.557,0.004,0.794,0.055,0,76.587,22.506,0.031,1.055,0.057,0,69.664,29.162,0.033,1.795,0.114,0,48.139,49.832,0.064,15.339,29.124,0,0.004,0.997,54.319,4.034,0.102,0,3.02,92.733,0.045,22.582,2.109,"0",0.003,74.75,0.555,1.242,0.102,0,66.328,32.173,0.051,1991,1
1991-01-23,1.717,0.081,0,52.44,45.671,0.046,3.219,0.12,0,20.487,76.04,0.067,3.759,0.081,0,8.684,87.344,0.042,3.71,0.169,0,1.1,94.961,0.034,4.769,0.261,0,1.747,93.057,0.13,2.929,0.102,0,24.306,72.534,0.058,0.136,0.008,0,96.052,3.796,0.005,0.83,0.055,0,75.733,23.323,0.031,1.031,0.054,0,70.635,28.221,0.031,1.942,0.111,0,44.663,53.163,0.063,15.932,28.937,0,0.005,1.377,53.535,4.107,0.102,0,3.214,92.466,0.044,22.735,2.094,"0",0.003,74.65,0.517,1.277,0.102,0,65.217,33.25,0.052,1991,1
1991-01-24,1.668,0.077,0,54.199,43.969,0.044,3.18,0.115,0,22.021,74.552,0.064,3.78,0.08,0,9.181,86.827,0.042,3.797,0.168,0,1.177,94.796,0.034,4.923,0.301,0,1.725,92.815,0.2,2.917,0.099,0,25.428,71.43,0.056,0.128,0.007,0,96.322,3.535,0.004,0.848,0.053,0,75.424,23.617,0.03,0.986,0.05,0,72.206,26.703,0.029,2.036,0.108,0,42.744,54.991,0.061,16.505,28.704,0,0.007,1.827,52.746,4.169,0.101,0,3.395,92.223,0.044,23.05,2.081,"0",0.003,74.371,0.494,1.314,0.102,0,64.093,34.338,0.052,1991,1
1991-01-25,1.53,0.069,0,58.315,40.007,0.039,3.06,0.109,0,25.065,71.641,0.06,3.756,0.082,0,10.642,85.39,0.043,3.926,0.161,0,1.342,94.503,0.035,5.072,0.335,0,1.693,92.612,0.251,2.828,0.096,0,28.23,68.725,0.054,0.109,0.006,0,96.88,2.998,0.003,0.8,0.047,0,77.06,22.04,0.027,0.853,0.042,0,76.182,22.876,0.024,2.038,0.103,0,43.366,54.377,0.058,17.27,28.037,0,0.011,2.755,51.723,4.197,0.101,0,3.899,91.689,0.044,23.341,2.079,"0",0.003,74.085,0.49,1.358,0.102,0,62.809,35.583,0.053,1991,1
1991-01-26,1.498,0.065,0,59.733,38.63,0.037,3.052,0.105,0,26.1,70.622,0.057,3.775,0.081,0,11.401,84.614,0.042,4.051,0.178,0,1.404,94.296,0.037,5.255,0.365,0,1.662,92.393,0.289,2.825,0.092,0,29.29,67.675,0.052,0.119,0.006,0,96.655,3.213,0.004,0.805,0.045,0,77.184,21.916,0.025,0.827,0.039,0,77.238,21.852,0.022,2.06,0.099,0,43.452,54.275,0.056,17.602,28.193,0,0.011,2.886,51.104,4.234,0.1,0,4.102,91.451,0.043,23.567,2.071,"0",0.003,73.881,0.476,1.414,0.102,0,61.283,37.052,0.053,1991,1
1991-01-27,1.52,0.063,0,59.78,38.564,0.036,3.107,0.102,0,25.918,70.754,0.055,3.829,0.081,0,11.686,84.278,0.041,4.109,0.192,0,1.379,94.249,0.038,5.47,0.391,0,1.637,92.151,0.315,2.878,0.09,0,29.204,67.711,0.05,0.12,0.006,0,96.671,3.196,0.003,0.807,0.043,0,77.381,21.72,0.024,0.841,0.038,0,77.2,21.877,0.021,2.036,0.094,0,44.747,53.014,0.053,17.709,28.773,0,0.01,2.571,50.734,4.295,0.1,0,4.078,91.419,0.041,23.824,2.059,"0",0.003,73.654,0.459,1.47,0.101,0,59.856,38.426,0.053,1991,1
1991-01-28,1.533,0.06,0,60.096,38.239,0.034,3.147,0.099,0,26.084,70.553,0.053,3.875,0.08,0,12.089,83.833,0.04,4.185,0.208,0,1.372,94.163,0.039,5.635,0.415,0,1.622,91.962,0.331,2.916,0.088,0,29.475,67.408,0.048,0.122,0.006,0,96.668,3.197,0.003,0.797,0.04,0,77.946,21.17,0.023,0.845,0.036,0,77.48,21.597,0.02,1.995,0.089,0,46.448,51.364,0.05,17.975,28.881,0,0.009,2.331,50.598,4.352,0.1,0,4.118,91.323,0.04,24.162,2.05,"0",0.003,73.337,0.447,1.513,0.1,0,58.846,39.397,0.052,1991,1
1991-01-29,1.568,0.059,0,59.895,38.408,0.033,3.223,0.097,0,25.642,70.924,0.051,3.937,0.079,0,12.315,83.546,0.039,4.276,0.229,0,1.361,94.061,0.041,5.735,0.427,0,1.624,91.856,0.324,2.968,0.085,0,29.497,67.338,0.046,0.13,0.006,0,96.526,3.332,0.003,0.802,0.039,0,78.102,21.012,0.022,0.882,0.036,0,76.901,22.139,0.02,1.958,0.084,0,48.081,49.778,0.047,18.366,28.551,0,0.008,2.007,50.859,4.412,0.102,0,4.138,91.243,0.039,24.383,2.042,"0",0.003,73.138,0.433,1.552,0.098,0,57.978,40.23,0.052,1991,1
1991-01-30,1.626,0.058,0,59.187,39.059,0.032,3.313,0.096,0,24.937,71.542,0.049,4.015,0.078,0,12.329,83.457,0.037,4.359,0.246,0,1.336,93.987,0.043,5.719,0.412,0,1.652,91.906,0.276,3.027,0.084,0,29.378,67.402,0.045,0.129,0.005,0,96.599,3.261,0.003,0.812,0.037,0,78.149,20.958,0.021,0.92,0.035,0,76.304,22.698,0.02,1.965,0.081,0,48.641,49.216,0.045,18.847,27.988,0,0.007,1.746,51.2,4.48,0.105,0,4.12,91.193,0.038,24.635,2.035,"0",0.002,72.907,0.419,1.569,0.095,0,57.737,40.459,0.051,1991,1
1991-01-31,1.596,0.055,0,60.484,37.798,0.03,3.297,0.092,0,26.187,70.314,0.047,4.041,0.078,0,13.138,82.623,0.037,4.424,0.237,0,1.383,93.884,0.042,5.61,0.366,0,1.711,92.087,0.191,3.013,0.081,0,30.607,66.193,0.043,0.12,0.005,0,96.874,2.995,0.003,0.804,0.035,0,78.666,20.453,0.02,0.896,0.033,0,77.28,21.752,0.018,1.981,0.078,0,49.008,48.838,0.044,19.394,27.555,0,0.008,2.009,50.823,4.541,0.108,0,4.426,90.822,0.038,24.894,2.032,"0",0.003,72.668,0.402,1.583,0.093,0,57.578,40.609,0.049,1991,1
1991-02-01,1.579,0.052,0,61.436,36.868,0.029,3.297,0.09,0,27.25,69.257,0.045,4.05,0.078,0,14.115,81.638,0.036,4.498,0.23,0,1.451,93.749,0.042,5.68,0.373,0,1.741,91.973,0.197,2.991,0.079,0,31.951,64.877,0.041,0.104,0.004,0,97.314,2.573,0.002,0.795,0.034,0,79.184,19.947,0.019,0.878,0.031,0,78.019,21.035,0.017,2.01,0.076,0,49.109,48.713,0.042,19.75,27.499,0,0.008,2.153,50.381,4.608,0.111,0,4.738,90.438,0.037,25.221,2.031,"0",0.003,72.352,0.392,1.609,0.09,0,57.195,40.972,0.048,1991,2
1991-02-02,1.443,0.047,0,65.023,33.429,0.026,3.127,0.084,0,31.218,65.469,0.042,4.004,0.079,0,15.992,79.808,0.036,4.57,0.197,0,1.671,93.491,0.038,5.578,0.345,0,1.808,92.079,0.154,2.873,0.076,0,35.092,61.861,0.039,0.09,0.003,0,97.731,2.172,0.002,0.76,0.031,0,80.375,18.797,0.017,0.789,0.027,0,80.424,18.725,0.015,2.056,0.074,0,48.762,49.017,0.041,20.326,27.146,0,0.013,3.226,49.087,4.658,0.112,0,5.603,89.521,0.038,25.406,2.036,"0",0.003,72.181,0.373,1.632,0.088,0,56.924,41.228,0.047,1991,2
1991-02-03,1.629,0.05,0,61.343,36.915,0.027,3.359,0.087,0,28.308,68.142,0.043,4.208,0.078,0,14.164,81.43,0.034,4.554,0.203,0,1.548,93.627,0.038,5.669,0.343,0,1.845,91.945,0.161,3.017,0.075,0,33.38,63.429,0.038,0.13,0.005,0,96.745,3.114,0.003,0.866,0.034,0,77.956,21.103,0.019,0.953,0.032,0,76.708,22.267,0.017,2.204,0.075,0,46.109,51.519,0.041,20.257,27.942,0,0.011,2.671,48.916,4.779,0.115,0,5.16,89.841,0.037,25.608,2.039,"0",0.003,71.996,0.352,1.658,0.087,0,56.559,41.567,0.047,1991,2
1991-02-04,1.722,0.051,0,59.801,38.362,0.027,3.493,0.088,0,27.008,69.308,0.042,4.358,0.077,0,13.265,82.178,0.032,4.584,0.208,0,1.496,93.646,0.037,5.629,0.316,0,1.914,91.974,0.13,3.144,0.075,0,32.02,64.661,0.037,0.127,0.004,0,96.853,3.01,0.002,0.904,0.034,0,77.289,21.732,0.019,1.018,0.033,0,75.494,23.415,0.018,2.263,0.074,0,45.452,52.119,0.04,20.529,28.112,0,0.01,2.472,48.674,4.875,0.116,0,4.962,89.943,0.036,25.657,2.057,"0",0.003,71.949,0.334,1.663,0.085,0,56.642,41.483,0.046,1991,2
1991-02-05,1.729,0.05,0,60.134,38.025,0.026,3.475,0.086,0,28.181,68.157,0.041,4.48,0.075,0,12.688,82.632,0.031,4.506,0.17,0,1.615,93.648,0.032,5.496,0.293,0,2.034,92.027,0.112,3.196,0.074,0,31.998,64.633,0.036,0.129,0.004,0,96.837,3.024,0.002,0.919,0.033,0,77.17,21.836,0.018,1.016,0.032,0,75.826,23.088,0.017,2.277,0.072,0,45.669,51.891,0.039,20.976,27.852,0,0.013,3.18,47.781,4.962,0.114,0,5.167,89.652,0.035,25.279,2.086,"0",0.003,72.343,0.287,1.68,0.084,0,56.46,41.651,0.045,1991,2
1991-02-06,1.777,0.05,0,59.58,38.53,0.026,3.465,0.085,0,29.06,67.291,0.04,4.635,0.07,0,11.241,83.924,0.028,4.385,0.143,0,1.729,93.686,0.027,5.426,0.266,0,2.147,92.029,0.094,3.311,0.073,0,30.956,65.56,0.035,0.132,0.004,0,96.799,3.059,0.002,0.947,0.033,0,76.686,22.291,0.018,1.043,0.032,0,75.464,23.422,0.017,2.302,0.071,0,45.642,51.895,0.038,21.3,27.849,0,0.015,3.684,46.957,5.046,0.11,0,5.185,89.551,0.034,24.96,2.117,"0",0.003,72.668,0.25,1.698,0.083,0,56.266,41.831,0.045,1991,2
1991-02-07,1.763,0.048,0,60.333,37.794,0.025,3.399,0.081,0,30.836,65.586,0.038,4.688,0.064,0,10.279,84.838,0.025,4.339,0.12,0,1.96,93.524,0.025,5.332,0.237,0,2.199,92.117,0.077,3.393,0.071,0,30.434,66,0.033,0.125,0.004,0,96.995,2.871,0.002,0.955,0.033,0,76.715,22.255,0.018,1.01,0.03,0,76.516,22.406,0.016,2.325,0.07,0,45.705,51.812,0.037,21.859,27.442,0,0.019,4.721,45.769,5.087,0.104,0,5.286,89.411,0.033,24.645,2.143,"0",0.003,72.987,0.22,1.71,0.082,0,56.159,41.928,0.044,1991,2
1991-02-08,1.683,0.045,0,62.499,35.716,0.023,3.345,0.077,0,32.47,64.013,0.036,4.586,0.061,0,10.685,84.542,0.024,4.393,0.11,0,2.286,93.147,0.025,5.364,0.255,0,2.211,92.022,0.112,3.359,0.068,0,31.661,64.812,0.032,0.11,0.003,0,97.387,2.495,0.002,0.912,0.03,0,78.013,21.006,0.017,0.907,0.026,0,79.152,19.882,0.014,2.315,0.068,0,46.501,51.03,0.036,22.781,26.453,0,0.027,6.664,43.894,5.055,0.098,0,5.71,89.025,0.032,24.476,2.151,"0",0.003,73.163,0.204,1.726,0.081,0,56.003,42.071,0.044,1991,2
1991-02-09,1.682,0.043,0,63.003,35.215,0.022,3.381,0.075,0,32.655,63.793,0.035,4.468,0.058,0,11.124,84.229,0.023,4.324,0.105,0,2.327,93.182,0.023,5.353,0.23,0,2.258,92.034,0.088,3.369,0.066,0,31.846,64.62,0.03,0.108,0.003,0,97.46,2.424,0.002,0.906,0.029,0,78.394,20.633,0.016,0.892,0.025,0,79.757,19.294,0.013,2.329,0.067,0,46.861,50.658,0.035,23.037,26.679,0,0.028,7.138,42.942,5.008,0.093,0,5.682,89.107,0.03,24.354,2.153,"0",0.003,73.298,0.19,1.75,0.08,0,55.732,42.321,0.043,1991,2
1991-02-10,1.67,0.042,0,63.718,34.516,0.021,3.408,0.073,0,32.91,63.514,0.033,4.332,0.058,0,12.174,83.32,0.023,4.282,0.103,0,2.328,93.225,0.022,5.431,0.243,0,2.299,91.889,0.102,3.334,0.064,0,32.6,63.905,0.029,0.111,0.003,0,97.445,2.437,0.002,0.897,0.028,0,78.857,20.181,0.015,0.875,0.024,0,80.414,18.657,0.012,2.328,0.065,0,47.55,49.974,0.034,23.056,27.308,0,0.028,7.053,42.38,4.96,0.089,0,5.706,89.139,0.029,24.373,2.148,"0",0.003,73.297,0.178,1.778,0.079,0,55.442,42.586,0.042,1991,2
